Answer,Answer.f1.angry.raw,Answer.f1.anxious.raw,Answer.f1.bored.raw,Answer.f1.calm.raw,Answer.f1.confused.raw,Answer.f1.disgusted.raw,Answer.f1.excited.raw,Answer.f1.frustrated.raw,Answer.f1.happy.raw,Answer.f1.nostalgic.raw,Answer.f1.proud.raw,Answer.f1.sad.raw,Answer.f1.satisfied.raw,Answer.f1.surprised.raw
I had to rest my leg all day because I have knee bursitis. So I couldn't really do much else but relax all day. It felt okay. Kinda boring though. Knee feeling better.,False,False,True,True,False,False,False,False,False,False,False,False,True,False
I had to rely on my faith in God to help get me through feelings I've had concerning a recent breakup.,False,False,False,True,False,False,True,False,True,False,False,False,True,False
I had to prepare a meal for 300 people. We had suppers at church that I am in charge of. It is a big job but it brings a sense of accomplishment.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
I had the greatest dinner yesterday.  It was cooked perfectly and the seasoning was perfect.  I am sure to make a note of the recipe so that I can prepare the meal again.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I had the day off work so I had lots of time to hang out,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I had sushi yesterday. It was good. It made me happy. It was tasty. It put me a in a good mood.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I had such an enjoyable meal yesterday. I had been craving it for so long. It was probably the highlight of my week.,False,False,False,False,False,False,True,False,True,False,False,False,True,False
"I had some stomach pains all day that worried me. I spent most of the day googling what was wrong with me and unsurprisingly was met with results ranging from it could be gas, to it could be kidney stones.",False,True,False,False,True,False,False,True,False,False,False,False,False,False
I had sex with my wife wo I am trying to do more. It made me feel really good because sometimes I feel like I don't satisfy her enough.,False,True,False,False,False,False,False,False,False,False,True,False,True,False
"I had received an important email from an individual I had contacted last week, which they would reply a bit later than I had initially hoped for external reasons. I was glad to hear back from the person, and excited that they were willing to comply with my request. It made me feel relief/satisfaction, and happy that I could follow through with my plans.",False,False,False,False,False,False,True,False,True,False,False,False,True,False
I had prayed for direction from the Most High about my new business and he led me to just the right information I need to know. That made me excited.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I had pizza from a place I did not have since childhood, it was an interesting experience.",False,False,False,False,False,False,False,False,False,True,False,False,False,True
"I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.",False,False,False,False,True,False,False,False,False,False,True,False,False,False
I had one of my days doing crowd sourcing work. I have been doing this 5 months and have recently hit 10000 hits. So I have been very pleased with this work and yesterday paid off. I was very happy and elated. Such a good emotional boost!,False,False,False,False,False,False,False,False,True,False,True,False,True,False
"I had not seen my brother for almost 5 years although we talk on Facebook daily.  It just happened although he is only 2 hours away.  Planned visits had been cancelled.  I saw him a few times a month before our Mom passed.  Yesterday, we met for coffee as he was down here for work.  I was so excited and happy to see him.  I think we are back on track now!!",False,False,False,False,False,False,True,False,True,False,True,False,False,False
"I had my wisdom tooth extracted yesterday. It was the first one I've had to experience, so I was incredibly anxious.",False,True,False,False,False,False,False,False,False,False,False,False,False,False
I had friends over which felt great but I also had some social anxiety about it.,False,True,False,False,False,False,False,False,True,False,False,False,False,False
I had dinner with my mother and sister. We had a lot of fun.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",False,True,False,False,True,False,False,True,False,False,False,False,False,False
I had an especially frustrating day at work yesterday and had to stay late to finish a project after the project file was corrupted and I lost a whole days work.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
I had an amazing dinner with my family. Everybody was in a great mood and shared their news and what's going on in their lives,False,False,False,True,False,False,True,False,True,False,True,False,False,False
"I had a very productive day today at work, and even picked up a new skill, which was nice.  I was very busy for most of the day, with almost no lulls, which made the day go by faster.  I feel satisfied and accomplished, which is something that doesn't happen often these days, so at the end of the day, it was a good day.",False,False,False,True,False,False,False,False,False,False,True,False,True,False
"I had a really good workout yesterday. I start almost everyday with 90-120 minutes of excercise (I have missed 10 days this year) and yesterday was chest, shoulders, triceps and stair master. It was really hard and I made it through the entire thing. I was spent after and really liked the workout.",False,False,False,False,False,False,True,False,True,False,True,False,False,False
I had a nice dinner with my wife yesterday.  It was a good way to relax after a  hard day at work.  She always knows how to make me feel loved and appreciated.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
"I had a lot of work to get done yesterday and was quite apprehensive about whether I would be successful in completing it all. To my surprise and even with some interruptions, I was able to focus for a long period of time and get all my jobs done. I felt very satisfied and content when I left the office.",False,False,False,False,False,False,False,False,False,False,True,False,True,False
I had a lot going on at work and it all just started to come together really well.  I got a lot of loose ends tied up which helped me feel like things are getting better.  I was calm and cool and managed to do each task efficiently.  It really made me feel a sense of confidence and satisfaction knowing that things were going so well.,False,False,False,True,False,False,False,False,False,False,False,False,True,False
I had a long conversation with my Dad yesterday. It was interesting and enjoyable.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
"I had a great workout the other day, it made me feel extremely refreshed.",False,False,False,False,False,False,True,False,False,False,False,False,False,False
I had a great meal with friends,False,False,False,False,False,False,False,False,False,False,False,False,True,False
i had a great day with my family yesterday,False,False,False,False,False,False,True,False,True,False,True,False,False,False
I had a great day at work and found out that I am going to get a substantial raise in the new year. That is always good news and goes to show that my hard work is paying off.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
I had a great breakfast today. It gave me fuel for the day and tasted amazing.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I had a good time with my kids after school. We played chess, ate dinner, had dessert, and watched a movie together.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I had a good selection of tasks yesterday, and they exceeded my goals (in terms of hours worked and earnings.)  Knowing that the weather had turned cold and miserable, and that at the end of the week my work day's were going to be interrupted by other responsibilities, it was that much more satisfying that I could get more than the average amount of work accomplished yesterday.  I was also able to concentrate on/organize some upcoming chores and personal projects, especially some photography I want to accomplish. Earning more money now puts me at ease about missing some work time later this month when I pursue these types of personal projects.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
"i had a good day that i hoped and prayed for. yestday morning i prayed to God that i wanted a good day and most of all a good profit to come out of my business. thank God for the answered prayer, i made some good deals yestday and today i'm a bit richer than i was.",False,False,False,False,False,False,True,False,False,False,False,False,False,False
"I got to work out, it was hard, but satisfying. This is something that i have been denying myself and I finally am doing it again. I am grateful and happy about it",False,False,False,False,False,False,False,False,True,False,False,False,False,False
I got to talk with my parents. They called to tell me good news that my cousin got married and is having a baby. It was such a wonderful thing to hear.,False,False,False,False,False,False,False,False,True,False,False,False,False,True
I got to spend time with my family today which was important to me.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I got to spend time with my cousins Rachael and Emily.  We are very close and we enjoy watching television shows together.  We have snacks and laugh like there's no tomorrow.  I love them so much,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I got to read the Bible and my favorite books on the subject of Christianity. It helped me become more at peace and loving towards myself and others.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I found out yesterday that my relative has endometriosis cancer. Somewhat, we had a feeling about the result but it still made us sad and angry at the same time. She had the symptoms and when the doctor asked them to come earlier than the scheduled appointment, we kind of got the clue. I hope she can be treated and healed.",False,True,False,False,False,False,False,False,False,False,False,True,False,False
I found out yesterday I have a severe case of bronchitis. At first they thought it was pneumonia until the xray came back negative. I already deal with out of control asthma every day of my life. I'm confused how I got sick. I'm frustrated and upset/,False,True,False,False,True,False,False,True,False,False,False,True,False,True
I found a new pokemon game edit online and I modified it to suit my needs. It was a nice time because I was able to figure out exactly what I wanted and a way to do it that circumvented my limitations in editing someone else's program.,False,False,False,True,False,False,True,False,True,False,False,False,False,False
I finally finished a hand beaded bracelet that I have been trying to learn for over a month. It made me feel great to have it done. It looks really cute too.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
I felt very happy today because all the members of my family were together and we had a very good day eating dinner together and telling funny stories.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I felt very calm and relaxed yesterday while I was relaxing and reading. It was a very nice thing and I like to do it everyday.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
I felt that we bonded a lot yesterday and this was during our lovemaking session.  Truly felt like we had that spiritual connection that you only see in movies,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I felt so satisfied yesterday. It was one of those days where you are really reassured in your love.,False,False,False,False,False,False,True,False,False,False,False,False,True,False
I felt really happy and proud of myself for getting up and working out. It made me feel accomplished.,False,False,False,True,False,False,False,False,True,False,True,False,False,False
I felt it was just me and my time. I felt like it was so peaceful. The jog was great and it was refreshing. There are no rules to follow at all when jogging. It's relaxing.,False,False,False,True,False,False,False,False,True,False,False,False,False,False
I felt happy. Yesterday was a pretty important day.,False,False,False,True,False,False,True,False,True,False,False,False,True,False
I felt God wwith me all day yesterday. It made me feel very blessed.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I felt as if this were just a normal day but actually worse then normal. I had a lot of angry customers at work and I had less coworkers to help me.,False,True,True,False,False,False,False,False,False,False,False,True,False,False
I felt as if my morning walk made me feel very refreshed and is vital to starting my day off right.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
I feel so happy when I come home and am able to see my daughter and wife. They are the most important thing to me and it is very salient.,False,False,False,False,False,False,True,False,True,False,False,False,False,False
I feel safe eating and felt that I was satiated.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"I feel like we're really making good progress on our project at work and I'm happy about that.  Everyone on the project team is motivated to get the job done and considers it important as well as relevant to our greater goals.  Everybody is contributing equally to its success and cooperating with each other, which means it's running smoothly.  I'm proud to be part of this team and proud of the work we're doing together.",False,False,False,False,False,False,False,False,True,False,True,False,False,False
I feel bad because I do have a very bossy and strict boss,True,False,False,False,False,False,False,False,False,False,False,False,False,False
"I exercised yesterday as I'd planned, going for a power walk and then lifting weights after dinner.  I felt proud about being committed to it and getting it done, although I also found it challenging and dull.  I really had to push myself to start.  Once I started it wasn't bad though.  And now I want to keep doing this and getting in better and better shape.",False,True,True,False,False,False,False,False,False,False,True,False,False,False
I exercised to help strengthen my hips so the go back into alignment. I felt like I was making progress. I felt cracking and popping in m neck while doing the exercises. This was reassuring.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"I exercised for the first time in a while yesterday. It was tough getting back into it, but I felt satisfied by the end of it.",False,False,False,False,False,False,True,False,False,False,True,False,True,False
"I enjoyed my yoga and relaxation. I am always glad when I do it. Plus I walked to the beach, which is a treat.",False,False,False,False,False,False,False,False,False,False,True,False,False,False
I enjoyed my time with my boyfriend because it was our one year anniversary so we just spent a lot of time together and set up Christmas decorations.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
"I enjoy my days going to the gym.  I ride my bicycle five mile to get there, which is very relaxing.  I have been going for many years and have quite a few people I am getting to  know.  It is good to see them there.",False,False,False,True,False,False,True,False,True,False,False,False,True,False
"I eat a lot of good paste yesterday, I was very happy and excited.",False,False,False,False,False,False,False,False,True,False,True,False,False,False
I did my exercises at the club house. Did 2.2 miles on the treadmill and then lifted weights. I felt really strong and energized today. A really good work out day.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
I decided to stay indoors as it was cold and snowing yesterday.  I said a prayer and was thanking God for the warmth and shelter.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I cooked my own hamburger yesterday. It tasted good though it could have been better.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I completed a lot of work yesterday. I reached goals I had set out for my self. At the end of the work day I felt like I had accomplished a lot.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
I attended a study group with friends. I looked forward to going and had a great time. I was able to say things that were on my mind and to listen to others as well. Very encouraging.,False,False,False,False,False,False,False,False,True,False,False,False,False,True
I ate to much junk food yesterday,False,False,False,False,False,False,False,True,False,False,False,False,False,False
I ate pizza for breakfast. It was good. I was satisfied. I ate it cold.,False,False,False,True,False,False,True,False,False,False,False,False,True,False
"I answered an email to my sister in law about Thanksgiving dinner. I told her I would not eat some of the foods being served because I don't eat a lot and I eat very healthy compared to her. She got angry that I had the nerve to say that and was very short and terse in her answer back. I was confused because I didn't say anything mean or nasty, just told her my feelings.",False,False,False,False,True,False,False,True,False,False,False,True,False,False
"I am trying to lose weight and get in better shape. I joined a fitness boot camp that is really pushing me to my limits. I am sore and exhausted after, but I also feel like I am accomplishing my goals.",False,False,False,False,False,False,False,False,True,False,False,False,True,False
"I am really struggling with my son. He has been diagnosed with autism and adhd but he is very high functioning and near genius level intelligence. Our problem is that he hates everyone in the house. He doesn't want to be part of a family. He doesn't want to have brothers or a mom. He wants to be alone all the time. He is 12. Obviously these are unrealistic thoughts he is having. He makes it so difficult to get along with him. He treats everyone badly and refuses to even try to change his negative behavior, instead using his diagnoses as an excuse for it. He has been to multiple different specialists, now we have one that comes to our home 3x a week and we have made no progress. In over three years. I'm tired.",False,True,False,False,False,False,False,True,False,False,False,True,False,False
I am proud of myself for continuing my exercise regime. I feel satisfied with myself so far this week. I have exercised for 4 days in a row. I am happy with my progress so far.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience,False,True,False,False,False,False,False,True,False,False,False,False,False,False
I am in a computer architecture course. It is quite technical in nature. I felt blessed to be enrolled in a course that is technical and geared toward my career.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
I am going to be moving and yesterday I heard that my daughter and granddaughter will be moving to the same area. This made me so happy. Lisa and Emmy will be 3000 miles closer to me soon! How lucky am I?!,False,False,False,False,False,False,False,False,True,False,False,False,False,False
I am being transferred to Pittsburgh and I am supposed to start in January.  I have been going back and forth with HR about details of the relocation policy and I have to choose an option soon.  It's a big decision.,False,True,False,False,False,False,False,True,False,False,False,False,False,False
"I am a Christian.  I pray a lot and rely on my faith, especially in hard times.  I went to the hospital to visit a sick friend.  We prayed together and I left feeling encouraged.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
"I accomplished many things at work today, and in general, it made me respect my job and the work we do.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
Happy that I'm trying to work toward my goal of losing weight.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
Had a wonderful and insightful conversation with my best friend. Many of the things we talked about we were on the same wavelength.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
God was part of my life yesterday as he is everyday and everyday is great because of God.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"GOD is the core of my being and existence. Everything revolves around it in my world. Family, work, friends, etc. My decisions are influenced by my belief and my faith in GOD. GOD is goodness, peace, love, protection, wisdom and acceptance. It does not get any better than that.",False,False,False,True,False,False,False,False,False,False,False,False,False,False
God is always a part of my dayHe makes me feel better when I am sad or having a rough time.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"God and my faith are very important to me. I live my life in a way that emanates this. Going to Biblke Study , I was so happy to see the 2 young girls attending and then scripture verses stating ""to the young' a I knew God was speaking directly to them. It is in these occasions that i can really see and feel God in my life and that makes me happy",False,False,False,False,False,False,False,False,True,False,False,False,False,False
God always there to help,False,False,False,False,False,False,False,False,False,False,True,False,False,False
exercising makes me feel like the best version of myself. i look forward to it every morning with my son when i wake up in the morning.,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Completed the most important project of my career. Now I can move on to other important projects. Completely satisfied with my work.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
"Bleak cold snowy day, I think I have SAD. Spent too much time on the internet reading random articles and doing mturk hits, instead of starting my day reading my Bible, praying and journaling. But I finally felt anxious enough to get motivated and did it later in the afternoon, as well as worked on Bible study I will teach next week. That perked me up and felt like I had done something good for myself and my little niche of the world.",False,True,False,False,False,False,False,False,True,False,False,False,True,False
Being able to take care of my family's needs brings so much joy and happiness. They are the most important part of my day.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Basically had to complete reviews for people and give them good news for their performance for the quarter.,False,False,False,False,False,False,True,False,False,False,False,False,False,False
At the end of the day all you have is family. I am so proud to share my life with my children.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
As a government employee I'm at home a lot right now.  I get to see my kids from the time they wake up to the time they wake up to the time they go to bed.,False,False,False,False,False,False,False,False,True,False,True,False,True,False
An article I wrote was published and quickly got high praise reviews. Yippee!,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"Although her behavior has been difficult lately, my little girl is still the best part of my day. She makes me laugh and smile and she is so loving. I adore her.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"After a restful sleep, woke up without alarm and fixed my coffee. I sat down to meditate on God's word. I felt calm and at peace the rest of the day.",False,False,False,True,False,False,False,False,False,False,False,False,True,False
"After a 10 minute walk, raked leaves, tidied up the yard before a threat of snow. The air was cool/crisp and I felt great afterward!",False,False,False,False,False,False,False,False,False,False,False,False,True,False
"A two mile morning walk in invigorating circumstances, coolness/wind, made me satisfied that I did so and proud as well.",False,False,False,False,False,False,True,False,False,False,True,False,True,False
"A group of my friends and I met up to play D&D. It was great, we'd taken a four-month hiatus (two of us have kids, another two had exams) and it was like we'd never stopped. Rolling dice, eating pizza and drinking beer into the night, catching up, killing orcs and whatnot.",False,False,False,False,False,False,True,False,True,True,False,False,False,False
A friend of mine sent me a video that I could not even watch 10 seconds of. It was so upsetting to me. I messaged him back yelling at him for sending me such a disturbing video. He apologized and said he understood and that he would never do that again. I can only tell you the few seconds that I did see. It was a man with what I am assuming was his infant child. The man was slapping the baby because the baby could not stand up on their own. He was also yelling at that poor baby was screaming. I could NOT watch anymore. It still bothers me because that is one of those things that you can not unsee!!,False,False,False,False,False,True,False,False,False,False,False,False,False,False
A friend had an art gallery opening. I didn't want to go because I was tired and the event was a half hour away. But I went and was supportive and had a good time.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
"Yesterday we grilled salmon for dinner, even though it was 40º F outside and I had bought the salmon a week ago. We took a chance on it being bad, but it was delicious and no one got sick. I'm looking forward to grilling salmon again.",False,False,False,False,False,False,False,False,False,False,False,False,True,True
Yesterday I had finally finished the 1 hour long workout video that I have been putting off for  a long time. Words could not express how proud I was of myself and how happy I was when the video was over.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"Yesterday, I had a great conversation on the phone with my old friend, Matt.  We made plans for Friday night to get together and catch up.",False,False,False,True,False,False,False,False,True,False,False,False,False,False
"I was able to connect via phone with my old friend, Mary, yesterday, which was her birthday. We have been friends for over thirty years but we live thousands of miles apart for the past few year as so it has been hard to continue our communications. It made me realize the importance of enduring friendship as we caught up with each other’s lives on her special day, which turned out to be a happy and special day for me too.",False,False,False,False,False,False,False,False,False,True,False,False,False,False
"Yesterday, the stress of all I was trying to accomplish started catching up with me. I took some time to just snuggle our pup, and while there, was praying and telling God that I really needed some help. I could feel a very calm rush come over me, and could feel His arms around me.",False,False,False,True,False,False,False,False,True,False,False,False,True,False
"After my presentation, I headed back home to rest. I slept like 13 hours straight. I haven't had rest this long for a very long time!",False,False,False,False,False,False,False,False,True,False,False,False,True,False
yesterday was so good with the boys. I had a deep conversation with Connor about his feelings. I helped Nicholas with his reading. And I just hung out with James.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"I have been with the love of my life for over 45 years.  We have not every had to ""work"" on our marriage because we each tend to get our greatest joy from making the other person happy.  The time that I hugged her in the kitchen in the evening contained a lifetime of communications.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
We watched I Was Prey in a glorious hours-long binge. It was fun and relaxing.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Yesterday i was able to break my diet due to the celebration and enjoy a nice piece of a delicious German chocolate cake. i have been avoiding sweets and this was such a nice and decadent treat that i was able to enjoy without guilt because i know i had been good on my diet.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"My family took me out to my favorite restaurant, ordered my favorite dish (lobster) and had a birthday cake sent to my table.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
"Yesterday I ate a steak and lots of vegetables for dinner in order to get in my daily protein. I felt ""FULL"" and complete.",False,False,False,False,False,False,False,False,True,True,False,False,False,False
"I had groceries delivered yesterday, and because I had just ""restocked"" my fridge and pantry, and had a productive day at work, I stopped early for the day and spent my afternoon preparing a delicious dinner. I slow-roasted a pork loin which I then shredded and cooked in a glaze and made into Chinese pork wraps, which were delicious and filling. Because I love to cook, this was a very enjoyable way to spend my afternoon",False,False,False,False,False,False,False,False,True,False,False,False,True,False
I've been trying to get control of my recent weight gain and yesterday was day one of my new push in that direction. I renewed my daily food log online and went through the entire day without breaking my rules. Day one a very big success.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
My mom had her biopsy to test if she has cancer. I am very worried that she might have uterine cancer and it would be the fault of the doctors if it is more aggressive than we originally thought. The reason I blame them is that they have been denying her a hysterectomy for years despite her uterine fibroids cause her so much phyiscal pain and distress.,True,True,False,False,False,False,False,False,False,False,False,True,False,False
"Work was trash today as usual, rotten work, rotten clients, rotten bosses. Still, it's a means to an end, and I'll get a break in a couple days.",True,False,False,False,False,True,False,False,False,False,False,False,False,False
Yesterday I finished my fourth week in a row of 30 minutes of exercise.,False,False,False,False,False,False,True,False,False,False,False,False,False,False
"I was able to spend some time with my husband yesterday, which was pretty important since he's leaving on a work trip in a couple of weeks and will be gone for a while. I love spending time with him and I make it a priority.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
My husband cooked a porterhouse steak by pan frying it. It was absolutely delicious. A great dinner.,False,False,False,False,False,False,False,False,True,False,False,False,False,True
"My wife and I have been on a low carb diet and eating at home most of the time to better control that. It's necessary for us to reduce our blood sugar and blood pressure. But yesterday we decided that if we picked from the menu carefully, we could go out to eat and enjoy a restaurant meal. It had been so long since we last did that that it was a real treat.",False,False,False,False,False,False,False,False,True,True,False,False,False,False
I was able to have dinner with family at a table. We don't often eat together but yesterday everyone was at home at the same time and we shared a feast. We enjoyed the communication we had and thoughts we shared. It was a fun evening and it made me appreciate for what I have in life. I felt very happy.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"My father called me on the phone. He is an older man and seldom makes phone calls. He is so afraid he'll be bothering you if he calls, so I usually have to be the one to call. Hearing from him out of the blue was great.",False,False,False,False,False,False,True,False,True,False,False,False,False,False
"Though I was sick yesterday, my husband was there to take care of my every need and made me feel safe and content.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yesterday my friends reminded me that I respected and valued. It felt nice to know that my friends consider me important and valued.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"After leaving the doctors office yesterday, I came home and slept for 14 hours. I guess I needed it.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
I have been putting off doing laundry for at least two weeks and I finally got around to doing it yesterday. I actually needed to get out of the house anyway.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
From there we went to Red Robin and ate dinner. It was a nice evening and relaxing we got their early so it was not busy. I also used my birthday free burger coupon so saved some money too. All in all it was a great evening with my family.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
"Well, in the afternoon I was able to meet up with my wife and son. We met at a local street taco place and enjoyed a good meal.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
"My husband said he thought I must be losing weight because I look thinner. Since I've actually gained weight, I figure he's blinded by love, lol. But at least I'm hiding all this extra weight well with the way I'm dressing.",False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yesterday I read several chapters of Glass Beads Game by Herman Hesse. I like the book very much it makes me calm.,False,False,False,True,False,False,False,False,False,False,False,False,False,False
I decided to have a quiet night in and thus was able to sleep much more than usual on a Thursday night which started off my Friday on a good note.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
friends make our journey of life easier they are a true source of joy to us.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
This morning I stopped onm the way to work at my usual place to get my coffee and a breakfast sandwich and this time I also got something new called a french toast stick which ended up being quite good so I will get that again it was great,False,False,False,False,False,False,False,False,True,False,False,False,True,False
I like to eat so food made me feel good.,False,False,False,True,False,False,True,False,True,False,False,False,False,False
"Food is necessary to not starve to death. I made some soup. It wasn't great, but it was relatively fast, and was pretty good for the amount of time, effort, and money I put into it.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
The second most salient thing for me yesterday was how I relaxed after work yesterday by taking a long walk home. It's about five miles from my work place to my home and I decided to walk it yesterday because I find walking really relaxing and uplifting. It cheered up my feelings and made me feel a bit more motivated to continue on. I enjoyed how tired I felt when I finally got home and I was able to just relax and watch TV all evening when I finally did arrive.,False,False,False,False,False,False,True,False,True,False,True,False,False,False
"I used to weigh 100 pounds more than I do now, exercise is a very important thing to me.  It is a real priority in my life, and I make sure to get it done every day.  It just feels good.",False,False,False,False,False,False,False,False,True,False,True,False,False,False
I worked out yesterday and was able to accomplish both my aerobic and weightlifting goals so for that reason I felt I had a satisfying workout.,False,False,False,False,False,False,False,False,True,False,False,False,True,False
My family is always there for me. I am proud that I have them and we have each other. We can count on each other when times are hard,False,False,False,False,False,False,False,False,True,False,True,False,True,False
I feel so lucky to have a husband and partner that is there for me and also takes care of my mother. So so lucky,False,False,False,False,False,False,False,False,True,False,True,False,False,False
"Again, I got a flu shot. Looking forward to good health.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
At night we got to watch a movie all together as a family. We cuddled and made popcorn and enjoyed eachothers company.,False,False,False,True,False,False,False,False,False,False,True,False,True,False
"I wasn't feeling the gym, as I had hurt my groin a couple weeks ago, and it was still sore.  Either way, I went in there, did well and got into it.  I did a bunch of things that I think will help it heal, and I feel good about that.",False,False,False,False,False,False,False,False,False,False,True,False,True,False
"Got a lot of sleep, was pretty nice since i have been lacking this week.",False,False,False,False,False,False,False,False,False,False,False,False,True,False
"had a great nights sleep and seemed out of the oridinary, as I usually wake up every 2 hours, I slpet through the night and woke up to the sunrise",False,False,False,True,False,False,False,False,False,False,False,False,False,False
Nice to watch a movie with my hubby after he was gone on a trip.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
"I love my family more than anything else in this world.  They are the rock that keeps me going.  Without them, I'd be lost. I am so grateful for them.",False,False,False,True,False,False,False,False,True,False,True,False,True,False
"I really wanted to have sex with my boyfriend today, but he wasn't in the mood.  Story of my life!",False,False,False,False,False,False,False,True,False,False,False,False,False,False
I made a rotisserie chicken for dinner which we all love.  I don't eat gluten but I make fun substitutes.  We had cauliflower mac and cheese for a side dish as well as a fresh salad.  It was a lovely dinner.  I enjoyed it with my family.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
"Went out to dinner last night with 3 of my work friends.  We had a great meal, a few drinks, and great conversation.  It was a lot of fun.",False,False,False,False,False,False,False,False,True,False,False,False,False,False
It was a happy day because I had a nice phone call from my sister and mother. I spent the evening with my husband and kids.I am a blessed person,False,False,False,False,False,False,False,False,True,False,False,False,False,False
The fish fry and curry were appreciated by everyone but the most important acknowledgement was from Kailash aged five. He said 'grandma I love when you make fish for me'.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
We enjoyed the wings. It was great and delicious.,False,False,False,False,False,False,False,False,False,False,False,False,True,False
I was supposed to finish writing some interrogatories this weekend but I felt too bad to do a lot. I drafted a couple but I've got a cold and really couldn't concentrate I kept falling asleep. Hopefully I'll feel better tomorrow.,False,True,False,False,False,True,False,True,False,False,False,False,False,False
"When I got home, I found out my youngest had made the basketball team at his school. He had been working hard to improve his skills and it paid off.",False,False,False,False,False,False,False,False,True,True,True,False,False,False
I felt good today. Talking to my friends elevated my mood.,False,False,False,False,False,False,False,False,True,False,False,False,False,False
TodayI got further on our business and was able to successfully redo the index page for our website.,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Everyday sleep is always peaceful and great attitude,False,False,False,False,False,False,False,False,False,False,False,False,True,False
That would be baking and having a piece of warm homemade bread.  There is nothing like the taste of bread out of the oven covered with organic butter from our  local dairy farm.  It just brings back the comfort of being home with my family.,False,False,False,True,False,False,False,False,True,False,False,False,True,False
